Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,IncomePerPerson,PitchEffectiveness,FamilySize,IsFrequentTraveller,ProdTaken
50.0,0,3,6.0,2,0,3,3.0,1,3.0,1,1.0,0,1,0,1.0,2,21347.0,7115.67,3.0,4.0,0,0
35.0,0,1,7.0,2,1,4,4.0,0,5.0,1,7.0,0,1,1,3.0,1,21674.0,5418.5,4.0,7.0,1,0
37.0,1,1,9.0,2,0,4,4.0,0,3.0,1,6.0,0,5,1,1.0,1,21221.0,5305.25,20.0,5.0,1,0
31.0,1,3,11.0,3,0,4,5.0,1,4.0,1,3.0,1,3,1,1.0,2,23887.0,5971.75,15.0,5.0,0,0
34.0,1,1,16.0,3,1,2,3.0,1,5.0,2,2.0,0,4,0,0.0,2,21125.0,10562.5,12.0,2.0,0,1
39.0,1,1,16.0,2,1,4,4.0,0,3.0,1,4.0,0,1,1,2.0,1,23449.0,5862.25,4.0,6.0,1,0
37.0,1,1,9.0,2,1,2,3.0,3,3.0,1,2.0,0,1,1,0.0,3,24434.0,12217.0,3.0,2.0,0,0
37.0,0,1,25.0,2,1,3,2.0,0,3.0,1,6.0,0,5,1,2.0,1,22366.0,7455.33,10.0,5.0,1,0
34.0,1,1,13.0,2,0,2,3.0,3,4.0,2,1.0,0,3,1,0.0,3,26994.0,13497.0,9.0,2.0,0,0
32.0,1,1,18.0,3,1,4,4.0,1,5.0,0,3.0,1,2,0,3.0,2,25511.0,6377.75,8.0,7.0,0,0
48.0,0,1,28.0,3,0,2,3.0,4,3.0,1,4.0,0,5,0,0.0,0,32174.0,16087.0,15.0,2.0,1,0
51.0,1,1,6.0,2,1,3,3.0,0,3.0,0,2.0,0,4,1,0.0,1,17723.0,5907.67,12.0,3.0,0,0
22.0,1,1,13.0,2,1,3,3.0,0,4.0,2,2.0,1,3,1,0.0,1,17472.0,5824.0,9.0,3.0,0,1
28.0,0,1,17.0,2,1,3,4.0,3,5.0,1,3.0,0,3,1,1.0,3,27471.0,9157.0,12.0,4.0,0,0
41.0,1,1,31.0,1,1,4,4.0,1,3.0,1,3.0,0,3,1,2.0,2,21997.0,5499.25,12.0,6.0,0,0
24.0,1,1,6.0,3,1,3,3.0,0,3.0,1,3.0,1,3,0,2.0,1,17293.0,5764.33,9.0,5.0,0,1
29.0,1,3,12.0,3,1,3,4.0,1,5.0,2,2.0,0,1,1,1.0,2,27141.0,9047.0,4.0,4.0,0,0
43.0,0,1,16.0,2,0,2,4.0,1,3.0,1,2.0,0,3,1,0.0,2,20257.0,10128.5,12.0,2.0,0,0
42.0,0,1,8.0,2,1,2,3.0,3,3.0,1,3.0,1,3,1,0.0,3,25124.0,12562.0,9.0,2.0,0,0
25.0,1,3,32.0,3,0,2,3.0,1,3.0,2,2.0,0,4,0,0.0,2,21180.0,10590.0,12.0,2.0,0,0
23.0,1,3,8.0,1,1,3,3.0,0,5.0,1,4.0,0,3,1,1.0,1,17322.0,5774.0,9.0,4.0,1,0
38.0,0,1,14.0,3,0,2,4.0,1,4.0,1,2.0,1,1,1,0.0,2,17133.0,8566.5,4.0,2.0,0,0
35.0,0,3,17.0,2,1,3,4.0,1,3.0,1,3.0,1,1,1,2.0,2,22679.0,7559.67,4.0,5.0,0,0
32.0,1,3,20.0,3,1,3,4.0,1,5.0,1,4.0,0,2,0,1.0,2,22911.0,7637.0,8.0,4.0,1,1
38.0,1,1,7.0,2,0,3,4.0,0,3.0,2,3.0,0,2,1,2.0,1,20793.0,6931.0,8.0,5.0,0,0
60.0,1,1,13.0,2,0,2,3.0,2,5.0,1,6.0,0,5,1,0.0,4,34566.0,17283.0,15.0,2.0,1,0
29.0,0,1,13.0,2,1,3,5.0,0,3.0,1,3.0,1,4,1,2.0,1,21381.0,7127.0,20.0,5.0,0,0
39.0,1,1,8.0,2,0,3,3.0,0,5.0,1,2.0,1,1,1,0.0,1,32123.0,10707.67,3.0,3.0,0,1
37.0,1,1,15.0,1,0,3,4.0,3,3.0,1,3.0,0,4,1,1.0,3,28774.0,9591.33,16.0,4.0,0,0
32.0,1,1,14.0,3,0,3,4.0,1,5.0,1,3.0,0,1,1,1.0,2,22984.0,7661.33,4.0,4.0,0,0
39.0,0,1,17.0,3,1,4,4.0,0,3.0,1,2.0,0,5,0,1.0,1,21362.0,5340.5,20.0,5.0,0,0
45.0,1,1,11.0,3,1,3,4.0,1,4.0,2,2.0,0,1,1,2.0,2,24611.0,8203.67,4.0,5.0,0,0
47.0,1,3,17.0,3,0,4,5.0,3,3.0,1,4.0,1,1,0,1.0,3,27749.0,6937.25,5.0,5.0,1,0
56.0,1,1,13.0,1,1,3,3.0,0,3.0,1,1.0,0,4,1,2.0,1,17339.0,5779.67,12.0,5.0,0,1
34.0,1,1,14.0,3,0,3,3.0,1,3.0,2,4.0,0,4,1,1.0,2,21142.0,7047.33,12.0,4.0,1,0
42.0,1,1,16.0,2,1,4,4.0,0,5.0,0,4.0,0,2,0,3.0,1,20916.0,5229.0,8.0,7.0,1,0
29.0,1,1,9.0,3,1,3,6.0,0,3.0,1,7.0,1,3,1,2.0,1,22142.0,7380.67,18.0,5.0,1,1
36.0,0,1,9.0,3,1,4,5.0,0,3.0,2,2.0,1,3,1,1.0,1,23608.0,5902.0,15.0,5.0,0,0
55.0,1,3,10.0,3,0,3,4.0,1,5.0,0,4.0,0,4,1,2.0,2,24618.0,8206.0,16.0,5.0,1,0
38.0,0,3,16.0,3,1,4,4.0,3,4.0,1,3.0,0,2,1,1.0,3,27512.0,6878.0,8.0,5.0,0,0
35.0,0,1,17.0,3,1,3,4.0,3,5.0,1,3.0,1,5,1,2.0,3,24884.0,8294.67,20.0,5.0,0,0
49.0,0,1,7.0,3,1,3,2.0,4,3.0,2,4.0,0,2,0,1.0,0,35563.0,11854.33,4.0,4.0,1,0
35.0,1,1,13.0,2,0,3,5.0,1,4.0,1,8.0,0,3,1,1.0,2,23183.0,7727.67,15.0,4.0,1,0
60.0,1,1,10.0,2,1,4,5.0,0,3.0,1,5.0,0,3,0,1.0,1,20855.0,5213.75,15.0,5.0,1,0
34.0,0,3,17.0,3,1,3,5.0,1,3.0,2,5.0,0,3,1,2.0,2,23360.0,7786.67,15.0,5.0,1,0
44.0,0,3,22.0,2,1,3,5.0,1,3.0,1,5.0,0,5,1,1.0,2,25482.0,8494.0,25.0,4.0,1,0
30.0,1,1,24.0,2,0,3,3.0,0,3.0,2,2.0,0,1,1,2.0,1,17632.0,5877.33,3.0,5.0,0,0
30.0,0,1,8.0,3,0,2,3.0,0,3.0,2,1.0,0,4,1,0.0,1,17564.0,8782.0,12.0,2.0,0,0
37.0,0,1,17.0,2,1,2,3.0,3,3.0,1,2.0,1,3,0,1.0,3,27185.0,13592.5,9.0,3.0,0,0
54.0,1,1,6.0,3,0,2,3.0,4,3.0,2,7.0,0,4,1,1.0,0,32328.0,16164.0,12.0,3.0,1,0
43.0,1,3,15.0,3,1,3,4.0,1,4.0,0,2.0,0,3,0,2.0,2,25503.0,8501.0,12.0,5.0,0,0
34.0,1,1,13.0,3,1,2,3.0,0,3.0,2,2.0,0,1,0,1.0,1,17972.0,8986.0,3.0,3.0,0,0
52.0,1,1,10.0,3,0,4,4.0,4,4.0,2,5.0,0,5,0,2.0,0,32412.0,8103.0,20.0,6.0,1,0
34.0,0,1,7.0,2,0,3,2.0,1,4.0,1,3.0,1,3,1,1.0,2,24166.0,8055.33,6.0,4.0,0,0
28.0,1,3,9.0,2,1,4,4.0,1,3.0,2,3.0,1,4,0,2.0,2,23156.0,5789.0,16.0,6.0,0,0
35.0,1,3,8.0,3,0,3,3.0,0,3.0,1,2.0,0,1,1,2.0,1,17014.0,5671.33,3.0,5.0,0,0
32.0,1,1,8.0,1,1,2,4.0,1,5.0,2,5.0,0,4,0,1.0,2,17176.0,8588.0,16.0,3.0,1,0
45.0,0,1,24.0,2,1,4,6.0,0,3.0,2,4.0,0,4,1,1.0,1,20968.0,5242.0,24.0,5.0,1,0
34.0,1,1,6.0,2,0,3,1.0,0,3.0,2,3.0,0,1,1,1.0,1,18280.0,6093.33,1.0,4.0,0,0
46.0,1,3,9.0,3,1,2,3.0,4,3.0,1,4.0,0,1,1,0.0,0,32465.0,16232.5,3.0,2.0,1,0
47.0,1,3,22.0,3,1,3,6.0,1,3.0,1,8.0,1,1,0,2.0,2,22101.0,7367.0,6.0,5.0,1,1
37.0,1,1,17.0,2,1,3,4.0,3,5.0,1,2.0,1,5,1,2.0,3,26999.0,8999.67,20.0,5.0,0,0
26.0,1,1,9.0,2,1,3,4.0,0,3.0,1,8.0,1,5,0,1.0,1,22655.0,7551.67,20.0,4.0,1,0
60.0,1,1,25.0,3,1,4,4.0,3,3.0,2,8.0,0,3,1,2.0,3,29190.0,7297.5,12.0,6.0,1,0
52.0,1,1,9.0,3,1,2,4.0,3,3.0,0,3.0,1,2,0,0.0,3,22969.0,11484.5,8.0,2.0,0,0
30.0,1,1,14.0,1,0,3,4.0,0,3.0,1,5.0,1,4,1,2.0,1,22017.0,7339.0,16.0,5.0,1,1
33.0,1,3,11.0,3,1,3,6.0,3,3.0,1,3.0,0,1,1,1.0,3,29078.0,9692.67,6.0,4.0,0,1
44.0,0,1,6.0,3,1,2,3.0,0,4.0,1,2.0,1,3,1,1.0,1,17342.0,8671.0,9.0,3.0,0,1
57.0,1,1,14.0,2,1,3,6.0,3,3.0,2,6.0,0,1,0,1.0,3,25938.0,8646.0,6.0,4.0,1,0
42.0,1,3,7.0,2,0,4,4.0,1,3.0,2,2.0,1,4,0,3.0,2,24671.0,6167.75,16.0,7.0,0,1
53.0,0,3,8.0,3,0,2,4.0,3,4.0,0,3.0,0,2,0,1.0,3,22525.0,11262.5,8.0,3.0,0,0
18.0,0,3,9.0,3,0,3,3.0,0,3.0,2,2.0,1,5,0,1.0,1,16569.0,5523.0,15.0,4.0,0,1
22.0,1,3,29.0,1,1,3,4.0,0,3.0,2,3.0,0,1,0,1.0,1,22125.0,7375.0,4.0,4.0,0,0
39.0,1,1,16.0,3,1,3,3.0,4,5.0,1,2.0,1,3,1,2.0,0,32068.0,10689.33,9.0,5.0,0,0
33.0,0,1,9.0,2,0,2,3.0,0,3.0,1,2.0,1,1,1,1.0,1,17909.0,8954.5,3.0,3.0,0,0
27.0,1,3,15.0,1,1,3,5.0,1,5.0,2,8.0,0,3,0,1.0,2,24004.0,8001.33,15.0,4.0,1,1
35.0,1,3,10.0,2,1,3,6.0,1,5.0,2,5.0,0,5,1,2.0,2,23437.0,7812.33,30.0,5.0,1,0
51.0,1,1,8.0,3,1,2,5.0,1,4.0,1,6.0,0,1,0,1.0,2,20482.0,10241.0,5.0,3.0,1,0
42.0,0,3,11.0,3,1,3,4.0,1,4.0,2,3.0,0,3,1,1.0,2,28033.0,9344.33,12.0,4.0,0,1
40.0,1,1,12.0,2,0,3,3.0,4,3.0,2,1.0,0,5,1,2.0,0,28237.0,9412.33,15.0,5.0,0,0
36.0,0,3,6.0,3,0,2,3.0,1,3.0,2,5.0,0,1,1,1.0,2,21653.0,10826.5,3.0,3.0,1,0
33.0,1,3,13.0,3,1,3,4.0,1,3.0,2,3.0,0,5,1,2.0,2,23688.0,7896.0,20.0,5.0,0,0
25.0,0,1,14.0,2,0,3,4.0,0,3.0,1,3.0,1,4,0,1.0,1,21564.0,7188.0,16.0,4.0,0,1
18.0,1,3,16.0,3,0,3,4.0,0,3.0,2,2.0,0,2,1,2.0,1,16200.0,5400.0,8.0,5.0,0,0
51.0,1,1,31.0,2,1,4,4.0,4,3.0,1,5.0,1,4,1,3.0,0,32651.0,8162.75,16.0,7.0,1,0
49.0,1,1,11.0,2,1,4,5.0,3,3.0,2,2.0,0,5,1,1.0,3,29677.0,7419.25,25.0,5.0,0,0
34.0,0,1,22.0,2,0,3,4.0,0,3.0,2,2.0,0,5,1,1.0,1,17553.0,5851.0,20.0,4.0,0,0
59.0,1,1,30.0,2,1,3,4.0,0,3.0,1,3.0,0,3,1,2.0,1,21050.0,7016.67,12.0,5.0,0,0
30.0,1,3,10.0,3,0,4,4.0,1,3.0,0,3.0,0,2,0,1.0,2,24239.0,6059.75,8.0,5.0,0,0
56.0,1,1,11.0,2,1,2,4.0,1,3.0,0,2.0,1,4,0,1.0,2,22713.0,11356.5,16.0,3.0,0,0
40.0,0,3,11.0,2,1,2,4.0,3,5.0,0,6.0,1,5,0,1.0,3,25475.0,12737.5,20.0,3.0,1,0
32.0,1,1,11.0,2,0,3,4.0,1,4.0,1,4.0,0,3,1,0.0,2,20878.0,6959.33,12.0,3.0,1,0
30.0,1,3,17.0,3,0,3,5.0,1,4.0,1,3.0,1,5,1,1.0,2,26946.0,8982.0,25.0,4.0,0,0
29.0,1,1,6.0,2,0,2,4.0,0,5.0,0,2.0,1,2,0,0.0,1,17319.0,8659.5,8.0,2.0,0,1
19.0,0,1,15.0,3,1,4,4.0,0,3.0,2,3.0,0,5,0,1.0,1,20582.0,5145.5,20.0,5.0,0,1
38.0,1,3,16.0,3,1,3,4.0,3,3.0,1,1.0,1,3,1,1.0,3,23740.0,7913.33,12.0,4.0,0,0
28.0,0,3,6.0,1,1,3,3.0,0,3.0,0,4.0,0,3,1,0.0,1,17909.0,5969.67,9.0,3.0,1,1
36.0,1,3,9.0,3,0,4,4.0,0,3.0,0,3.0,0,2,1,1.0,1,20692.0,5173.0,8.0,5.0,0,0
38.0,1,3,13.0,3,1,4,4.0,1,3.0,1,6.0,0,3,1,1.0,2,25180.0,6295.0,12.0,5.0,1,0
44.0,0,1,9.0,2,1,4,4.0,0,3.0,1,8.0,1,3,0,1.0,1,28909.0,7227.25,12.0,5.0,1,1
54.0,1,1,15.0,2,0,3,3.0,1,3.0,1,4.0,0,5,0,1.0,2,17897.0,5965.67,15.0,4.0,1,0
45.0,0,1,9.0,3,1,3,4.0,3,3.0,2,7.0,1,1,0,2.0,3,28887.0,9629.0,4.0,5.0,1,0
35.0,1,1,14.0,2,1,2,1.0,0,3.0,1,2.0,0,5,1,1.0,1,17269.0,8634.5,5.0,3.0,0,0
37.0,1,1,9.0,3,1,4,4.0,0,3.0,2,6.0,0,5,1,1.0,1,21197.0,5299.25,20.0,5.0,1,0
45.0,1,3,7.0,2,1,3,4.0,1,5.0,1,2.0,0,4,1,2.0,2,33061.0,11020.33,16.0,5.0,0,1
34.0,0,1,8.0,2,1,2,4.0,1,3.0,1,2.0,0,4,0,1.0,2,24547.0,12273.5,16.0,3.0,0,0
35.0,1,3,13.0,2,0,2,3.0,1,3.0,1,2.0,1,4,1,1.0,2,20204.0,10102.0,12.0,3.0,0,0
28.0,0,3,15.0,2,1,3,4.0,3,3.0,2,3.0,0,1,1,1.0,3,27404.0,9134.67,4.0,4.0,0,0
29.0,1,1,9.0,3,1,3,6.0,0,3.0,0,7.0,1,3,1,1.0,1,22142.0,7380.67,18.0,4.0,1,1
23.0,1,1,12.0,2,1,3,1.0,0,5.0,0,2.0,1,3,1,2.0,1,16601.0,5533.67,3.0,5.0,0,1
34.0,1,1,22.0,3,0,4,4.0,1,3.0,1,2.0,1,1,1,2.0,2,23556.0,5889.0,4.0,6.0,0,0
50.0,1,1,15.0,2,1,3,3.0,0,3.0,0,5.0,0,5,1,0.0,1,17380.0,5793.33,15.0,3.0,1,0
45.0,1,2,30.0,3,1,2,3.0,0,4.0,2,2.0,0,4,0,1.0,1,17177.0,8588.5,12.0,3.0,0,0
30.0,0,3,18.0,2,1,3,4.0,0,5.0,0,2.0,0,5,1,0.0,1,17033.0,5677.67,20.0,3.0,0,1
30.0,1,1,15.0,2,0,3,6.0,1,5.0,1,5.0,0,1,0,1.0,2,28393.0,9464.33,6.0,4.0,1,0
46.0,1,1,27.0,3,1,4,6.0,3,5.0,1,4.0,1,3,0,1.0,3,29529.0,7382.25,18.0,5.0,1,0
28.0,1,1,18.0,2,0,3,3.0,0,3.0,1,2.0,1,4,1,1.0,1,17515.0,5838.33,12.0,4.0,0,1
57.0,1,3,18.0,3,0,3,5.0,1,5.0,1,6.0,0,5,0,2.0,2,24058.0,8019.33,25.0,5.0,1,0
46.0,1,1,13.0,3,1,3,3.0,3,3.0,1,7.0,0,1,1,1.0,3,25845.0,8615.0,3.0,4.0,1,0
24.0,1,1,17.0,3,1,4,3.0,0,3.0,2,3.0,0,2,1,2.0,1,22183.0,5545.75,6.0,6.0,0,0
35.0,0,1,10.0,2,1,3,5.0,0,3.0,0,5.0,0,2,1,1.0,1,21657.0,7219.0,10.0,4.0,1,0
53.0,1,1,15.0,3,1,3,5.0,1,4.0,0,4.0,0,2,1,2.0,2,23619.0,7873.0,10.0,5.0,1,1
45.0,1,1,11.0,3,0,2,5.0,1,5.0,2,2.0,1,3,1,0.0,2,20769.0,10384.5,15.0,2.0,0,0
50.0,1,1,23.0,2,0,2,4.0,3,5.0,1,6.0,0,3,1,0.0,3,28269.0,14134.5,12.0,2.0,1,0
36.0,1,1,8.0,2,0,3,3.0,0,3.0,1,5.0,0,5,1,0.0,1,17543.0,5847.67,15.0,3.0,1,0
54.0,0,1,6.0,2,0,2,3.0,3,3.0,1,1.0,0,5,1,1.0,3,25502.0,12751.0,15.0,3.0,0,0
23.0,1,1,18.0,3,0,3,4.0,0,4.0,1,3.0,0,1,1,2.0,1,20922.0,6974.0,4.0,5.0,0,0
42.0,1,1,30.0,3,1,2,3.0,3,5.0,1,2.0,1,1,1,0.0,3,22406.0,11203.0,3.0,2.0,0,0
34.0,1,1,15.0,2,1,2,3.0,3,3.0,1,1.0,0,5,1,1.0,3,23500.0,11750.0,15.0,3.0,0,0
28.0,1,3,18.0,3,0,4,2.0,0,3.0,0,2.0,0,3,1,2.0,1,21212.0,5303.0,6.0,6.0,0,0
37.0,1,1,16.0,3,1,3,5.0,1,4.0,1,4.0,1,4,1,1.0,2,27525.0,9175.0,20.0,4.0,1,0
33.0,0,1,9.0,2,0,3,4.0,1,3.0,2,6.0,1,5,1,2.0,2,23676.0,7892.0,20.0,5.0,1,0
32.0,1,3,20.0,3,1,4,5.0,1,5.0,1,7.0,1,1,1,1.0,2,20980.0,5245.0,5.0,5.0,1,1
32.0,1,3,20.0,3,1,3,4.0,1,5.0,1,4.0,0,1,0,2.0,2,22911.0,7637.0,4.0,5.0,1,1
33.0,0,1,7.0,2,0,4,5.0,0,4.0,0,8.0,0,3,1,1.0,1,21010.0,5252.5,15.0,5.0,1,0
55.0,1,1,26.0,1,1,2,3.0,1,3.0,0,4.0,1,2,1,1.0,2,20415.0,10207.5,6.0,3.0,1,0
32.0,1,2,29.0,2,1,3,6.0,0,3.0,1,3.0,0,1,0,2.0,1,28530.0,9510.0,6.0,5.0,0,1
41.0,1,1,11.0,2,1,2,1.0,1,4.0,2,4.0,0,5,1,0.0,2,21870.0,10935.0,5.0,2.0,1,0
38.0,1,1,15.0,2,0,3,3.0,0,3.0,2,2.0,0,1,1,2.0,1,17288.0,5762.67,3.0,5.0,0,0
52.0,0,1,31.0,3,0,2,4.0,4,3.0,0,4.0,0,5,0,1.0,0,28826.0,14413.0,20.0,3.0,1,0
59.0,1,3,17.0,3,1,3,4.0,4,3.0,2,2.0,0,3,0,2.0,0,32550.0,10850.0,12.0,5.0,0,0
46.0,1,1,14.0,2,1,3,4.0,3,5.0,1,4.0,0,3,1,2.0,3,28402.0,9467.33,12.0,5.0,1,0
36.0,1,3,23.0,3,1,4,4.0,3,4.0,1,2.0,0,1,1,2.0,3,26698.0,6674.5,4.0,6.0,0,0
46.0,1,3,15.0,3,1,2,3.0,3,3.0,1,5.0,0,3,0,1.0,3,25096.0,12548.0,9.0,3.0,1,1
33.0,1,1,27.0,3,1,3,1.0,0,4.0,1,2.0,0,1,1,1.0,1,17028.0,5676.0,1.0,4.0,0,0
44.0,0,1,17.0,2,0,3,4.0,0,3.0,2,2.0,0,5,0,2.0,1,21133.0,7044.33,20.0,5.0,0,0
28.0,1,1,35.0,2,1,3,5.0,1,4.0,0,2.0,0,1,1,2.0,2,21549.0,7183.0,5.0,5.0,0,0
31.0,1,3,13.0,2,1,2,4.0,0,3.0,0,4.0,0,4,1,1.0,1,17329.0,8664.5,16.0,3.0,1,0
48.0,0,1,10.0,3,1,2,4.0,4,3.0,1,3.0,0,5,1,1.0,0,30202.0,15101.0,20.0,3.0,0,0
36.0,1,3,8.0,3,1,3,4.0,3,3.0,1,2.0,0,1,1,1.0,3,22596.0,7532.0,4.0,4.0,0,0
28.0,0,1,15.0,2,1,3,6.0,0,3.0,0,3.0,0,2,1,2.0,1,23299.0,7766.33,12.0,5.0,0,0
26.0,1,3,12.0,3,1,3,5.0,1,3.0,2,3.0,1,3,0,2.0,2,24422.0,8140.67,15.0,5.0,0,1
60.0,1,1,9.0,2,0,4,5.0,4,3.0,2,5.0,1,5,1,1.0,0,32404.0,8101.0,25.0,5.0,1,0
40.0,1,1,25.0,3,1,2,3.0,1,3.0,0,1.0,1,2,1,1.0,2,17741.0,8870.5,6.0,3.0,0,0
36.0,1,3,8.0,3,1,3,4.0,3,3.0,0,2.0,0,2,1,0.0,3,22596.0,7532.0,8.0,3.0,0,0
43.0,1,1,18.0,2,1,2,4.0,4,4.0,1,2.0,0,3,0,1.0,0,29336.0,14668.0,12.0,3.0,0,0
23.0,1,1,9.0,1,1,4,4.0,0,3.0,1,2.0,0,5,1,1.0,1,21201.0,5300.25,20.0,5.0,0,0
46.0,1,1,8.0,2,1,2,3.0,4,3.0,0,7.0,0,5,0,0.0,0,32861.0,16430.5,15.0,2.0,1,0
19.0,0,1,16.0,3,0,3,4.0,0,4.0,2,2.0,1,5,1,1.0,1,16859.0,5619.67,20.0,4.0,0,1
29.0,0,1,8.0,2,1,2,3.0,1,3.0,1,2.0,0,3,0,0.0,2,23853.0,11926.5,9.0,2.0,0,0
40.0,1,3,6.0,3,1,2,5.0,1,3.0,1,3.0,1,3,1,0.0,2,22457.0,11228.5,15.0,2.0,0,0
45.0,1,1,22.0,3,0,4,4.0,3,3.0,0,3.0,0,3,0,2.0,3,26656.0,6664.0,12.0,6.0,0,1
53.0,1,1,18.0,2,0,3,4.0,1,3.0,1,2.0,0,1,1,1.0,2,21827.0,7275.67,4.0,4.0,0,0
40.0,1,1,13.0,2,1,3,3.0,0,5.0,2,4.0,1,3,0,1.0,1,17166.0,5722.0,9.0,4.0,1,1
43.0,1,1,24.0,2,0,3,2.0,1,5.0,2,5.0,1,1,1,2.0,2,25223.0,8407.67,2.0,5.0,1,0
37.0,1,1,19.0,3,0,3,5.0,3,3.0,2,2.0,0,1,1,1.0,3,27536.0,9178.67,5.0,4.0,0,0
32.0,0,1,22.0,3,1,4,4.0,0,3.0,1,3.0,0,4,1,1.0,1,21288.0,5322.0,16.0,5.0,0,1
33.0,1,1,7.0,2,1,4,4.0,0,5.0,2,3.0,0,2,0,3.0,1,21634.0,5408.5,8.0,7.0,0,0
40.0,1,1,31.0,2,1,3,4.0,1,3.0,2,2.0,0,4,1,1.0,2,22786.0,7595.33,16.0,4.0,0,0
30.0,1,1,15.0,3,1,4,5.0,1,3.0,0,3.0,1,3,0,1.0,2,23734.0,5933.5,15.0,5.0,0,0
26.0,1,3,16.0,2,1,4,5.0,0,5.0,0,5.0,0,1,1,1.0,1,23078.0,5769.5,5.0,5.0,1,1
37.0,1,1,13.0,3,1,1,3.0,3,3.0,2,5.0,0,1,0,0.0,3,28664.0,28664.0,3.0,1.0,1,0
48.0,1,3,8.0,3,1,2,1.0,1,4.0,1,4.0,0,3,0,1.0,2,23120.0,11560.0,3.0,3.0,1,0
59.0,0,1,7.0,2,1,3,6.0,1,3.0,1,4.0,1,1,1,2.0,2,24338.0,8112.67,6.0,5.0,1,0
22.0,0,1,9.0,2,1,2,4.0,0,3.0,1,1.0,1,3,0,1.0,1,17853.0,8926.5,12.0,3.0,0,1
32.0,1,3,8.0,3,1,2,4.0,1,4.0,2,1.0,1,1,1,0.0,2,24907.0,12453.5,4.0,2.0,0,1
37.0,1,3,9.0,2,0,3,4.0,1,3.0,2,5.0,0,4,1,2.0,2,23180.0,7726.67,16.0,5.0,1,0
32.0,0,3,11.0,2,1,2,3.0,1,4.0,0,2.0,0,3,1,1.0,2,21524.0,10762.0,9.0,3.0,0,0
23.0,1,1,26.0,2,1,3,3.0,1,3.0,2,1.0,0,4,1,2.0,2,17272.0,5757.33,12.0,5.0,0,0
44.0,1,1,10.0,2,1,3,1.0,2,5.0,1,2.0,0,5,1,2.0,4,34190.0,11396.67,5.0,5.0,0,0
34.0,0,3,25.0,3,1,3,2.0,1,3.0,2,1.0,1,2,1,2.0,2,20304.0,6768.0,4.0,5.0,0,1
31.0,1,1,9.0,2,1,5,5.0,1,3.0,1,3.0,0,4,1,2.0,2,22830.0,4566.0,20.0,7.0,0,0
48.0,0,1,21.0,1,1,4,4.0,1,4.0,1,2.0,0,3,0,3.0,2,24145.0,6036.25,12.0,7.0,0,0
38.0,0,1,8.0,2,0,3,1.0,1,5.0,2,7.0,1,2,1,2.0,2,20980.0,6993.33,2.0,5.0,1,0
27.0,1,1,32.0,2,1,3,6.0,0,3.0,2,3.0,0,1,0,1.0,1,20971.0,6990.33,6.0,4.0,0,1
43.0,1,3,21.0,3,0,4,5.0,1,3.0,2,2.0,0,3,1,1.0,2,24922.0,6230.5,15.0,5.0,0,0
26.0,1,3,35.0,2,1,3,5.0,1,3.0,1,4.0,0,4,1,2.0,2,27317.0,9105.67,20.0,5.0,1,0
36.0,1,2,15.0,1,1,4,4.0,0,3.0,2,3.0,0,5,0,2.0,1,23001.0,5750.25,20.0,6.0,0,0
40.0,0,1,6.0,2,1,3,4.0,4,4.0,1,2.0,0,1,1,1.0,0,28503.0,9501.0,4.0,4.0,0,0
31.0,1,1,15.0,2,1,2,3.0,3,4.0,1,2.0,0,3,0,0.0,3,25648.0,12824.0,9.0,2.0,0,0
44.0,0,1,16.0,3,1,4,4.0,1,3.0,1,5.0,1,3,1,1.0,2,24357.0,6089.25,12.0,5.0,1,0
45.0,1,1,26.0,3,1,3,3.0,4,3.0,1,1.0,1,3,1,1.0,0,28496.0,9498.67,9.0,4.0,0,0
18.0,0,1,11.0,2,1,3,3.0,0,3.0,2,2.0,0,1,0,1.0,1,16051.0,5350.33,3.0,4.0,0,0
49.0,1,1,13.0,2,1,4,5.0,1,3.0,2,4.0,0,1,0,3.0,2,22918.0,5729.5,5.0,7.0,1,0
35.0,1,1,22.0,3,1,2,2.0,0,4.0,0,1.0,0,3,1,1.0,1,17426.0,8713.0,6.0,3.0,0,0
36.0,1,1,28.0,2,0,3,4.0,1,3.0,0,3.0,1,3,0,2.0,2,22692.0,7564.0,12.0,5.0,0,0
39.0,0,3,9.0,2,1,3,5.0,1,3.0,0,5.0,0,5,1,2.0,2,23927.0,7975.67,25.0,5.0,1,0
53.0,1,3,8.0,2,0,3,4.0,4,3.0,0,3.0,0,3,1,0.0,0,30427.0,10142.33,12.0,3.0,0,0
25.0,1,3,10.0,2,0,3,4.0,1,3.0,0,2.0,0,4,1,1.0,2,23677.0,7892.33,16.0,4.0,0,0
27.0,1,1,8.0,2,0,2,3.0,0,5.0,1,2.0,0,3,1,1.0,1,17341.0,8670.5,9.0,3.0,0,0
29.0,1,3,12.0,3,1,4,4.0,1,3.0,2,3.0,0,3,1,1.0,2,23586.0,5896.5,12.0,5.0,0,0
24.0,0,1,15.0,2,1,2,4.0,0,4.0,1,2.0,0,5,1,0.0,1,17694.0,8847.0,20.0,2.0,0,0
28.0,1,1,18.0,2,0,3,3.0,0,3.0,0,2.0,1,4,1,0.0,1,17515.0,5838.33,12.0,3.0,0,1
